task_id,arrival_time_min,cpu_demand_pct,duration_min,latency_sla_min,node_id,queue_wait_min,start_time_min,end_time_min,completion_latency_min,migrated,sla_breached
1051,613.3170264973922,32.26131268004969,19.49569390162044,1.3423047538629236,15,146.89051654229013,760.2075430396824,779.7032369413029,166.3862104439106,False,True
1777,761.2577366556112,18.156417348135456,5.296878301793426,7.311014796246567,19,0.0,761.2577366556112,766.5546149574046,5.296878301793413,False,False
1778,762.4911783728223,22.927299731098568,26.860946487314305,1.8247289637861475,6,0.0,762.4911783728223,789.3521248601367,26.860946487314322,False,False
1779,763.1955410443878,29.87513071767071,9.726655962425387,7.124383621704722,1,0.0,763.1955410443878,772.9221970068132,9.726655962425411,False,False
1780,763.2329209725721,27.176626706572712,6.402398073361514,6.042649071938085,2,0.0,763.2329209725721,769.6353190459336,6.402398073361496,False,False
1781,764.8115976341657,27.453637009621485,26.371177842919703,2.165435187443535,16,0.0,764.8115976341657,791.1827754770853,26.37117784291968,False,False
1782,764.813304904569,23.186071301056003,13.806140372756378,2.3653595474952303,16,0.0,764.813304904569,778.6194452773254,13.806140372756431,False,False
1052,613.397313541941,32.892945331419355,28.210113621711823,6.921498672969925,15,151.83494543338588,765.2322589753269,793.4423725970387,180.04505905509768,False,True
1783,765.7626181279296,17.43254138294337,3.194723195625289,7.164116186887591,10,0.0,765.7626181279296,768.9573413235549,3.194723195625329,False,False
1784,765.9663003246947,13.7083648680488,25.93252737747599,1.8532526134371041,8,0.0,765.9663003246947,791.8988277021706,25.932527377475935,False,False
1785,766.1194361676769,15.595096404938896,2.0853090831840486,4.353621385310467,10,0.0,766.1194361676769,768.2047452508609,2.085309083184029,False,False
1786,766.1507572459574,5.443952176542357,29.8005665902462,5.4900640956820626,8,0.0,766.1507572459574,795.9513238362035,29.80056659024615,False,False
1787,766.3749849269244,28.785555693981475,24.599457326655337,1.2528985058592768,14,0.0,766.3749849269244,790.9744422535797,24.599457326655283,False,False
1788,766.4255788073082,26.124400642945748,15.861717266869864,5.478715085827522,10,0.0,766.4255788073082,782.287296074178,15.861717266869846,False,False
1789,766.7351024551529,22.726313889446736,22.36706816411941,6.381160051369817,19,0.0,766.7351024551529,789.1021706192722,22.36706816411936,False,False
1790,766.9465323064151,28.215208845408092,18.929435304045025,7.917269677020538,0,0.0,766.9465323064151,785.8759676104601,18.929435304045,False,False
1791,767.2961915448602,26.99073330272248,12.755603439161364,6.289993256327269,17,0.0,767.2961915448602,780.0517949840216,12.755603439161405,False,False
1792,767.9550602950702,16.475950391021,6.478245454554301,7.909317903206146,8,0.0,767.9550602950702,774.4333057496245,6.478245454554326,False,False
1165,626.6567450891762,31.27672379363492,3.5350217622260933,2.676719512121362,9,141.33125383676793,767.9879989259441,771.5230206881702,144.86627559899398,False,True
1793,768.2756517491104,27.93765008521337,18.85259792945242,6.057858439150849,7,0.0,768.2756517491104,787.1282496785627,18.852597929452372,False,False
1794,768.5137083596424,11.097191956017703,23.52484128610154,6.280452324728629,17,0.0,768.5137083596424,792.0385496457438,23.52484128610149,False,False
1795,768.6094247042905,29.154523740758304,14.295589453908455,5.855630159403569,17,0.0,768.6094247042905,782.9050141581989,14.295589453908406,False,False
1796,768.7293806850382,28.525929212506384,18.938612684809677,2.911670718479724,14,0.0,768.7293806850382,787.6679933698479,18.93861268480964,False,False
1797,768.9228029050112,31.21880899550599,18.490579103824235,6.309315430341383,10,0.0,768.9228029050112,787.4133820088354,18.49057910382419,False,False
1798,769.1894709975728,14.356594624851919,19.5691243152227,7.607822863720327,3,0.0,769.1894709975728,788.7585953127955,19.569124315222666,False,False
1799,769.3785465751656,23.455824218472106,3.4659026906698753,4.003520277929423,12,0.0,769.3785465751656,772.8444492658355,3.46590269066985,False,False
1800,769.6080392870284,15.577461378906678,23.81196749715565,5.348369730987111,4,0.0,769.6080392870284,793.4200067841841,23.811967497155706,False,False
1801,770.5438882904335,20.78623893497049,25.20629591704054,4.815114534663729,19,0.0,770.5438882904335,795.750184207474,25.206295917040507,False,False
1802,770.6530033635715,5.521487032919267,27.819332398423875,4.894233189587211,2,0.0,770.6530033635715,798.4723357619954,27.819332398423853,False,False
1803,770.9077416145158,21.840549015611277,7.7564444364525365,7.421959635971007,4,0.0,770.9077416145158,778.6641860509683,7.756444436452512,False,False
1804,770.926990031873,24.18897577603734,4.528948897749644,4.038133130274726,0,0.0,770.926990031873,775.4559389296226,4.528948897749615,False,False
1805,771.4065011359419,23.00113840499449,18.156233276158478,1.03695314668983,2,0.0,771.4065011359419,789.5627344121003,18.156233276158446,False,False
